PG.ProteinGroups,PG.ProteinAccessions,PG.Genes,PG.ProteinDescriptions,PG.UniProtIds,PG.ProteinNames,PG.FastaFiles,PG.Qvalue,PG.Cscore,Q2305_FS_230428_NoRNA_str_AMP_1_052.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_str_AMP_2_055.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_str_AMP_3_058.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_str_Beads_1_031.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_str_Beads_2_034.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_str_Beads_3_038.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_str_K57A_1_041.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_str_K57A_2_044.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_str_K57A_3_048.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_unst_AMP_1_021.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_unst_AMP_2_024.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_unst_AMP_3_028.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_unst_Beads_1_002.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_unst_Beads_2_005.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_unst_Beads_3_008.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_unst_K57A_1_011.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_unst_K57A_2_015.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_unst_K57A_3_018.raw.PG.NrOfPrecursorsIdentified,Q2305_FS_230428_NoRNA_str_AMP_1_052.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_str_AMP_2_055.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_str_AMP_3_058.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_str_Beads_1_031.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_str_Beads_2_034.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_str_Beads_3_038.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_str_K57A_1_041.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_str_K57A_2_044.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_str_K57A_3_048.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_unst_AMP_1_021.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_unst_AMP_2_024.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_unst_AMP_3_028.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_unst_Beads_1_002.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_unst_Beads_2_005.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_unst_Beads_3_008.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_unst_K57A_1_011.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_unst_K57A_2_015.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_unst_K57A_3_018.raw.PG.IsSingleHit,Q2305_FS_230428_NoRNA_str_AMP_1_052.raw.PG.Quantity,Q2305_FS_230428_NoRNA_str_AMP_2_055.raw.PG.Quantity,Q2305_FS_230428_NoRNA_str_AMP_3_058.raw.PG.Quantity,Q2305_FS_230428_NoRNA_str_Beads_1_031.raw.PG.Quantity,Q2305_FS_230428_NoRNA_str_Beads_2_034.raw.PG.Quantity,Q2305_FS_230428_NoRNA_str_Beads_3_038.raw.PG.Quantity,Q2305_FS_230428_NoRNA_str_K57A_1_041.raw.PG.Quantity,Q2305_FS_230428_NoRNA_str_K57A_2_044.raw.PG.Quantity,Q2305_FS_230428_NoRNA_str_K57A_3_048.raw.PG.Quantity,Q2305_FS_230428_NoRNA_unst_AMP_1_021.raw.PG.Quantity,Q2305_FS_230428_NoRNA_unst_AMP_2_024.raw.PG.Quantity,Q2305_FS_230428_NoRNA_unst_AMP_3_028.raw.PG.Quantity,Q2305_FS_230428_NoRNA_unst_Beads_1_002.raw.PG.Quantity,Q2305_FS_230428_NoRNA_unst_Beads_2_005.raw.PG.Quantity,Q2305_FS_230428_NoRNA_unst_Beads_3_008.raw.PG.Quantity,Q2305_FS_230428_NoRNA_unst_K57A_1_011.raw.PG.Quantity,Q2305_FS_230428_NoRNA_unst_K57A_2_015.raw.PG.Quantity,Q2305_FS_230428_NoRNA_unst_K57A_3_018.raw.PG.Quantity
P62879,P62879,GNB2,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2,P62879,GBB2_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,51.50075,6,5,6,8,9,8,10,10,10,7,6,7,10,9,9,10,9,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,24369.9296875,26894.83984375,31871.375,35581.95703125,34234.140625,35441.09375,66921.1171875,71193.65625,63453.2109375,27033.146484375,28684.015625,34835.9921875,38897.2890625,34713.92578125,42178.03125,52127.13671875,28463.314453125,38844.09375
P62888,P62888,RPL30,60S ribosomal protein L30,P62888,RL30_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,51.9283,16,16,16,7,9,10,16,16,18,19,20,17,15,11,15,20,20,20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,563792.625,409191.75,477820.9375,30148.78515625,46988.98828125,37750.375,217382.0625,216363.390625,270488.375,1088413.75,1255847.875,679992.6875,97945.8515625,62042.6875,72231.953125,732303.8125,826278.0625,685357.875
P62891;Q59GN2,P62891;Q59GN2,RPL39;RPL39P5,60S ribosomal protein L39;Putative 60S ribosomal protein L39-like 5,P62891;Q59GN2,RL39_HUMAN;R39L5_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,49.50694,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,400499.0625,290880.9375,416115.28125,151922.515625,86964.3828125,162391.546875,204465.015625,245257.953125,322809.65625,595631.8125,667265.625,240153.53125,103694.78125,99923.109375,142435.890625,300852.34375,426450.6875,377504.3125
P62899,P62899,RPL31,60S ribosomal protein L31,P62899,RL31_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,45.065014,10,10,11,9,9,8,9,10,11,12,12,11,9,11,10,12,12,12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,333145.75,224402.390625,306353.09375,94350.1796875,94991.703125,92760.0703125,162943.71875,174562.984375,234580.921875,493148.71875,596499.5625,240018.203125,104596.65625,86803.6640625,99805.7265625,325838.6875,344323.28125,294883.21875
P62906,P62906,RPL10A,60S ribosomal protein L10a,P62906,RL10A_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,48.453503,39,38,34,29,31,32,36,39,43,47,46,44,38,36,37,43,45,44,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1221511.5,804556.5,739697.5,64958.7421875,72674.7734375,74356.296875,267469.84375,285910.1875,323880.71875,1488928.25,1585518.375,1070994.5,168849.171875,197458.125,151130.578125,611865.4375,672001.9375,605457.9375
P62910,P62910,RPL32,60S ribosomal protein L32,P62910,RL32_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,50.71914,19,16,17,15,18,16,21,22,24,21,22,21,17,14,21,23,23,24,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1925540.625,1094930,2003349.5,395954.5,489418.84375,470551.0625,788382.375,928689.8125,1503585.25,1774609.625,2439215,1008261.3125,581182.3125,406366.40625,606889.3125,2298564.75,1912162.875,2136758.75
P62913,P62913,RPL11,60S ribosomal protein L11,P62913,RL11_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,47.699333,11,11,9,10,10,11,11,13,14,13,13,12,11,11,10,13,12,14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,239530.578125,208911.875,239734.984375,127535.71875,122794.9296875,122393.921875,144509.03125,147462.921875,209779.078125,303404.28125,392252.46875,211786.359375,104961.515625,102039.7578125,98967.3515625,216717.96875,241258.03125,224432.96875
P62917,P62917,RPL8,60S ribosomal protein L8,P62917,RL8_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,50.464657,21,18,21,12,12,15,23,22,24,23,25,20,19,12,15,25,25,25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,365451.875,215206.65625,383986.1875,43685.40234375,50669.57421875,33938.73046875,135002.3125,143684.984375,252984.53125,463965.78125,604549.625,354225.6875,58480.3515625,29710.533203125,59779.76953125,418819.09375,399400.21875,399297.125
P62937,P62937,PPIA,Peptidyl-prolyl cis-trans isomerase A,P62937,PPIA_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,51.046116,15,19,27,23,27,20,31,28,31,22,13,26,27,25,24,31,20,25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,29154.27734375,46274.74609375,147514.21875,43811.28125,45293.875,19947.98046875,70792.25,48176.125,205610.1875,29165.529296875,13883.65625,55967.12890625,47999.6875,32404.669921875,36845.09375,207383.796875,18146.880859375,16248.1806640625
P62942,P62942,FKBP1A,Peptidyl-prolyl cis-trans isomerase FKBP1A,P62942,FKB1A_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,47.096195,0,0,2,0,0,0,2,0,2,0,0,2,1,1,0,2,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,NaN,NaN,11273.720703125,NaN,NaN,NaN,6599.4072265625,NaN,17010.79296875,NaN,NaN,9836.759765625,5464.3876953125,2950.274169921875,NaN,17284.146484375,NaN,NaN
P62979,P62979,RPS27A,Ubiquitin-40S ribosomal protein S27a,P62979,RS27A_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,49.71067,8,11,12,6,7,7,10,12,12,11,11,11,9,7,10,12,9,11,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,117564.2890625,83065.875,81020.03125,119914.7421875,128671.71875,65798.65625,60764.84765625,43291.59375,63287.578125,97274.46875,94657.9296875,93927.328125,13034.810546875,20673.791015625,17475.140625,46844.8828125,45150.30078125,48981.3828125
P62993,P62993,GRB2,Growth factor receptor-bound protein 2,P62993,GRB2_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,49.547203,6,6,6,6,8,5,10,8,10,4,3,4,2,4,4,8,4,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,19195.71875,14092.1474609375,24655.30078125,12558.2919921875,12409.4619140625,8886.65234375,16798.005859375,16895.052734375,17942.212890625,4969.48193359375,3290.29443359375,9313.017578125,2559.880126953125,2532.405517578125,1675.9642333984375,12067.818359375,3963.7001953125,4169.46533203125
P62995,P62995,TRA2B,Transformer-2 protein homolog beta,P62995,TRA2B_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0.004335707649427067,35.888966,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,2,2,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1021.1574096679688,9371.6962890625,18555.341796875,10704.5234375,NaN,NaN,NaN,7329.123046875,11624.27734375,10181.169921875
P63000,P63000,RAC1,Ras-related C3 botulinum toxin substrate 1,P63000,RAC1_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0.001305909239307868,38.506187,0,1,3,4,4,2,3,3,5,1,0,3,2,2,0,4,0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,NaN,9593.1298828125,19373.125,7277.03515625,8131.1005859375,5089.94775390625,14852.9931640625,10014.1298828125,27745.9765625,7137.83203125,NaN,8437.87890625,6739.6171875,5193.12548828125,NaN,26417.591796875,NaN,6732.21484375
P63010,P63010,AP2B1,AP-2 complex subunit beta,P63010,AP2B1_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,57.234207,23,27,23,38,39,39,44,46,46,46,47,45,44,46,45,49,48,46,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,38568.8359375,40936.2421875,38664.94140625,38820.4375,43316.42578125,43295.3125,37409.90234375,37179.4921875,37224.3671875,90251.703125,95669.25,75197.1328125,59986.34375,59682.40625,55813.28515625,69350.171875,74841.546875,64144.90234375
P63092;Q5JWF2,P63092;Q5JWF2,GNAS,Guanine nucleotide-binding protein G(s) subunit alpha isoforms short;Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas,P63092;Q5JWF2,GNAS2_HUMAN;GNAS1_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,47.645218,1,2,1,4,5,5,5,5,5,3,4,2,5,5,5,5,3,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,206318.46875,207490.375,195032.9375,237658.734375,177595.375,167133.6875,156318.171875,134425.65625,139570.53125,359510.3125,361240.34375,307723.4375,339669.40625,396458.5625,449762.53125,187461.53125,211709.828125,217120.9375
P63096,P63096,GNAI1,Guanine nucleotide-binding protein G(i) subunit alpha-1,P63096,GNAI1_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0.0016020506247997437,37.432713,0,1,1,3,3,1,3,2,3,0,0,0,1,2,2,0,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,NaN,2.690082550048828,62.63026809692383,10880.4482421875,10368.7578125,4907.287109375,9546.9404296875,625.2492065429688,4363.30419921875,NaN,NaN,NaN,5650.61328125,3246.03271484375,4091.314697265625,NaN,4497.552734375,3890.97900390625
P63098,P63098,PPP3R1,Calcineurin subunit B type 1,P63098,CANB1_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,43.683147,0,0,0,1,0,0,7,5,3,0,0,1,1,0,0,3,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,NaN,NaN,NaN,3523.5546875,NaN,NaN,23371.599609375,12293.587890625,5109.60791015625,NaN,NaN,2035.005126953125,717.1943359375,NaN,NaN,5432.91845703125,3857.39404296875,6718.564453125
P63151,P63151,PPP2R2A,Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform,P63151,2ABA_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,53.214752,15,17,13,23,22,23,27,27,26,11,8,11,22,19,18,20,19,22,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,134421.625,117920.828125,100887.1796875,83402.8359375,85987.390625,84589.4453125,264048.3125,238551.40625,194874.203125,26756.0234375,23028.736328125,38312.0703125,68765.1015625,75065.7890625,61322.5,56024.9765625,53574.55078125,63812.2109375
P63165,P63165,SUMO1,Small ubiquitin-related modifier 1,P63165,SUMO1_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,53.216846,2,2,4,4,3,4,4,4,4,4,1,4,3,3,3,4,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13050.591796875,15707.99609375,19653.94140625,14120.6689453125,10745.0478515625,9372.00390625,17951.4453125,11113.2001953125,27612.94140625,14512.54296875,8261.5458984375,20018.533203125,34095.4921875,35372.2890625,34144.12890625,44542.81640625,13584.0693359375,16856.859375
P63167,P63167,DYNLL1,"Dynein light chain 1, cytoplasmic",P63167,DYL1_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,51.96415,9,10,8,10,12,12,13,13,13,11,12,11,12,11,12,12,12,13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,80260.6328125,70824.671875,62923.1953125,93965.4765625,84303.140625,94030.40625,76296.0390625,64304.56640625,56990.5234375,59036.33203125,61167.70703125,64973.01953125,111429.734375,91439.4453125,108690.7265625,51188.5859375,50609.4609375,59339.09765625
P63172,P63172,DYNLT1,Dynein light chain Tctex-type 1,P63172,DYLT1_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,50.706627,4,4,5,8,6,6,8,7,8,3,5,6,7,6,6,8,8,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,44190.875,45122.50390625,31825.044921875,85723.4921875,68648.3828125,79496.328125,44894.1015625,38548.37890625,35776.53125,34157.56640625,22755.35546875,14766.623046875,52188.109375,51799.71484375,39684.5703125,25650.091796875,29490.220703125,29402.55859375
P63173,P63173,RPL38,60S ribosomal protein L38,P63173,RL38_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,49.4803,9,9,9,10,10,10,9,9,9,9,9,9,10,10,10,9,9,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,129689.328125,76698.640625,95334.765625,79980.953125,68788.4609375,77781.9375,80329.953125,82257.1171875,121677.03125,97681.96875,123264.953125,65680.140625,70079.296875,65157.734375,70843.1484375,100666.71875,98446.3515625,99342.578125
P63208,P63208,SKP1,S-phase kinase-associated protein 1,P63208,SKP1_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,50.433403,9,11,8,13,15,10,15,13,15,12,12,12,15,12,14,16,15,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,86268.0703125,83446.734375,83473.234375,59728.2109375,58723.82421875,68099.2734375,126205.6484375,103896.515625,103382.140625,101674.828125,92765.8203125,95347.3359375,88555.546875,112868.1484375,87590.75,129441.8203125,161805.75,159760.234375
P63220,P63220,RPS21,40S ribosomal protein S21,P63220,RS21_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,50.74875,14,17,16,18,18,17,20,20,20,13,12,14,15,15,13,16,13,17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,169471.265625,139532.59375,141723.390625,137897.703125,154598.328125,175538.78125,306861.75,266223.375,304276.53125,64648.76171875,55596.7421875,105310.640625,84109.0234375,75927.6328125,66020.078125,73909.1875,49625.62109375,78255.9453125
P63241,P63241,EIF5A,Eukaryotic translation initiation factor 5A-1,P63241,IF5A1_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,51.37387,13,17,19,18,19,17,22,20,24,11,12,16,15,16,16,22,12,16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,104999.71875,95413.5,212373.21875,63165.2578125,53606.9140625,40397.3359375,133677.546875,105609.9609375,223341.5625,34915.3046875,25475.837890625,61830.84765625,36424.5078125,27014.263671875,26722.810546875,158864.21875,31001.55078125,25095.095703125
P63244,P63244,RACK1,Receptor of activated protein C kinase 1,P63244,RACK1_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,52.719753,11,11,12,15,18,14,19,19,20,16,13,18,15,15,15,19,18,19,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,185299.203125,174863.8125,253486.640625,144501.828125,200449.734375,143365.6875,189370.0625,167769.3125,319916.8125,173339.78125,198673.953125,227874.109375,160100.921875,136262.125,131093.6875,155717.1875,138619.421875,171190.046875
P63261,P63261,ACTG1,"Actin, cytoplasmic 2",P63261,ACTG_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,50.973873,3,3,2,4,4,4,4,4,4,2,1,2,3,1,3,3,2,3,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1190275.125,1649698.125,2112942.5,4371245,3834447,4881953,4042131.75,2616822.75,2298982.5,15346.3759765625,34747.7578125,46762.29296875,167589.5625,48712.82421875,82643.6171875,85914.46875,41964.39453125,32032.04296875
P63272,P63272,SUPT4H1,Transcription elongation factor SPT4,P63272,SPT4H_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,49.46552,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,20668.92578125,22527.57421875,19085.005859375,24569.685546875,30450.5234375,24117.58984375,26555.904296875,24931.65625,23071.23828125,44623.13671875,39733.8203125,42018.703125,26928.32421875,26565.826171875,22692.041015625,37076.171875,38009.38671875,39013.64453125
P63279,P63279,UBE2I,SUMO-conjugating enzyme UBC9,P63279,UBC9_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,51.206177,1,1,1,4,5,4,4,4,6,2,2,4,6,6,6,6,3,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,39453.33984375,43896.3671875,61474.87109375,23136.28515625,22385.365234375,19428.94140625,41952.63671875,36547.69921875,50392.0078125,33905.28125,45177.99609375,45072.10546875,29149.63671875,25868.36328125,26654.42578125,36285.84765625,33531.2734375,26534.90625
P63313,P63313,TMSB10,Thymosin beta-10,P63313,TYB10_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,45.17143,0,2,2,2,1,0,2,2,2,1,0,2,2,2,2,2,0,1,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,NaN,489785.15625,437651.0625,133922.546875,12905.1455078125,NaN,133516.890625,91161.96875,141807.859375,305116.34375,NaN,191261.921875,32549.759765625,41216.58203125,27074.171875,131180.828125,NaN,239845.21875
P67775,P67775,PPP2CA,Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform,P67775,PP2AA_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,45.97257,12,11,9,14,16,13,22,22,22,6,6,13,17,16,18,18,15,20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,151233.8125,143223.703125,168725.640625,199218.5,149054.484375,177177.546875,356858.78125,343421.375,285735.375,65359.90234375,57463.8125,96543.3515625,152156.203125,154699.140625,145266.890625,110513.28125,94835.1171875,122661.953125
P67809,P67809,YBX1,Y-box-binding protein 1,P67809,YBOX1_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,48.697277,12,11,10,12,13,12,14,14,14,13,13,13,14,12,13,13,14,13,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,127358.9140625,122659.4296875,124312.6171875,41081.78125,39597.9609375,37818.25390625,109746.9375,95897.5546875,79191.65625,218312.234375,203754.28125,126103.96875,65432.62890625,75160.234375,76546.171875,67246.1875,74177.9609375,105086.9453125
P67812,P67812,SEC11A,Signal peptidase complex catalytic subunit SEC11A,P67812,SC11A_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,58.674343,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,25940.478515625,26166.505859375,32085.400390625,32352.74609375,35000.41015625,33321.828125,33490.9140625,27716.201171875,33618.03515625,20494.416015625,23279.7421875,20194.501953125,23212.099609375,25499.494140625,26658.18359375,23749.828125,20389.271484375,18898.388671875
P67870,P67870,CSNK2B,Casein kinase II subunit beta,P67870,CSK2B_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,45.88109,8,9,5,7,8,9,14,14,15,9,8,6,11,11,12,13,10,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,41186.05078125,46188.10546875,37955.15234375,30831.375,31384.857421875,37888.015625,54000.94921875,46978.515625,35937.19140625,31187.458984375,25897.79296875,29041.193359375,55651.2578125,60861.296875,60398.2578125,36159.79296875,37519.79296875,37658.6015625
P67936,P67936,TPM4,Tropomyosin alpha-4 chain,P67936,TPM4_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,55.930256,24,30,27,45,45,45,40,39,41,5,11,8,37,15,29,24,15,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,128584.1484375,144739.109375,163496.421875,404418.75,541722.6875,549778.5625,258181.34375,193731.75,154153.609375,11674.203125,15231.484375,17234.8203125,64007.1171875,20290.888671875,44771.42578125,30860.998046875,25382.90234375,24810.087890625
P68032,P68032,ACTC1,"Actin, alpha cardiac muscle 1",P68032,ACTC_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,49.34218,8,12,11,13,16,16,16,16,15,5,7,9,11,8,13,11,8,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1492828.25,2982596.5,2459489,5802018,6815073,7600998.5,6151469.5,3987089.75,2974652,47081.75,68516.7265625,147528.765625,277556.875,92147.71875,191812.390625,189379.984375,139838.65625,83392.4609375
P68036,P68036,UBE2L3,Ubiquitin-conjugating enzyme E2 L3,P68036,UB2L3_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,44.77066,1,4,4,3,0,5,5,5,5,3,2,5,4,4,4,5,3,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,10118.3203125,11334.990234375,42502.4921875,15099.8388671875,NaN,13050.0029296875,20455.271484375,15986.771484375,45265.03515625,6330.08984375,3670.665283203125,9697.6435546875,8945.5703125,7829.7265625,7639.4599609375,31127.166015625,5210.279296875,6671.7607421875
P68371,P68371,TUBB4B,Tubulin beta-4B chain,P68371,TBB4B_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,52.806026,56,65,64,66,72,73,75,75,76,66,71,66,74,72,71,75,73,75,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,555480,524841.5625,598630.8125,709796.25,680147.4375,725907.5625,909679.4375,815750.5,967506.75,534144,608829.6875,563292.75,801023.625,768138.875,785932.9375,669367.6875,664654.25,610896.75
P68400,P68400,CSNK2A1,Casein kinase II subunit alpha,P68400,CSK21_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,51.305653,20,27,24,27,31,29,32,33,32,22,23,24,33,30,31,32,31,33,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,286003.8125,257540.4375,178297.984375,196987.390625,178743.921875,198370.640625,309616.84375,264331.8125,244771.703125,140435.40625,110023.515625,153482.390625,303137.78125,310887.3125,320493.71875,181724.546875,181621.046875,224497.984375
P68402,P68402,PAFAH1B2,Platelet-activating factor acetylhydrolase IB subunit alpha2,P68402,PA1B2_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,45.412045,0,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,1,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,NaN,11618.9130859375,56050.484375,18614.02734375,17702.134765625,11198.576171875,20826.0625,15310.3203125,57812.6484375,11155.65625,5035.63037109375,20348.412109375,15953.767578125,12131.4423828125,7589.44873046875,51146.5078125,9581.86328125,8188.59033203125
P68871,P68871,HBB,Hemoglobin subunit beta,P68871,HBB_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,40.622375,0,0,0,2,2,2,0,0,2,0,0,0,3,1,1,2,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,NaN,NaN,NaN,33340.30859375,9715.837890625,8755.2490234375,NaN,NaN,6541.26708984375,NaN,NaN,NaN,24561.708984375,7271.9365234375,9133.1845703125,17614.41015625,NaN,NaN
P69849;Q5JPE7,P69849;Q5JPE7,NOMO3;NOMO2,Nodal modulator 3;Nodal modulator 2,P69849;Q5JPE7,NOMO3_HUMAN;NOMO2_HUMAN,uniprot_sprot_2022-01-07_HUMAN,0,55.117138,9,13,10,21,22,22,21,22,22,11,10,12,21,18,21,19,19,19,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,29900.5859375,24998.79296875,31234.984375,57325.94140625,59786.3515625,59024.55078125,50508.3203125,48574.40234375,47199.23046875,18597.53515625,21217.1015625,22821.669921875,35643.64453125,36985.08984375,38003.94140625,29592.734375,23529.34765625,25440.208984375
